MFCC_Mean_1,MFCC_Mean_2,MFCC_Mean_3,MFCC_Mean_4,MFCC_Mean_5,MFCC_Mean_6,MFCC_Mean_7,MFCC_Mean_8,MFCC_Mean_9,MFCC_Mean_10,MFCC_Mean_11,MFCC_Mean_12,MFCC_Mean_13,MFCC_Mean_14,MFCC_Mean_15,MFCC_Mean_16,MFCC_Mean_17,MFCC_Mean_18,MFCC_Mean_19,MFCC_Mean_20,MFCC_Mean_21,MFCC_Mean_22,MFCC_Mean_23,MFCC_Mean_24,MFCC_Mean_25,MFCC_Mean_26,MFCC_Mean_27,MFCC_Mean_28,MFCC_Mean_29,MFCC_Mean_30,MFCC_Mean_31,MFCC_Mean_32,MFCC_Mean_33,MFCC_Mean_34,MFCC_Mean_35,MFCC_Mean_36,MFCC_Mean_37,MFCC_Mean_38,MFCC_Mean_39,MFCC_Mean_40,MFCC_STD_1,MFCC_STD_2,MFCC_STD_3,MFCC_STD_4,MFCC_STD_5,MFCC_STD_6,MFCC_STD_7,MFCC_STD_8,MFCC_STD_9,MFCC_STD_10,MFCC_STD_11,MFCC_STD_12,MFCC_STD_13,MFCC_STD_14,MFCC_STD_15,MFCC_STD_16,MFCC_STD_17,MFCC_STD_18,MFCC_STD_19,MFCC_STD_20,MFCC_STD_21,MFCC_STD_22,MFCC_STD_23,MFCC_STD_24,MFCC_STD_25,MFCC_STD_26,MFCC_STD_27,MFCC_STD_28,MFCC_STD_29,MFCC_STD_30,MFCC_STD_31,MFCC_STD_32,MFCC_STD_33,MFCC_STD_34,MFCC_STD_35,MFCC_STD_36,MFCC_STD_37,MFCC_STD_38,MFCC_STD_39,MFCC_STD_40,Chroma_Mean1,Chroma_Mean2,Chroma_Mean3,Chroma_Mean4,Chroma_Mean5,Chroma_Mean6,Chroma_Mean7,Chroma_Mean8,Chroma_Mean9,Chroma_Mean10,Chroma_Mean11,Chroma_Mean12,Chroma_STD_1,Chroma_STD_2,Chroma_STD_3,Chroma_STD_4,Chroma_STD_5,Chroma_STD_6,Chroma_STD_7,Chroma_STD_8,Chroma_STD_9,Chroma_STD_10,Chroma_STD_11,Chroma_STD_12,RMS_Mean,RMS_STD,ZCR_Mean,ZCR_STD,Centroid_Mean,Centroid_STD,Contrast_Mean1,Contrast_Mean2,Contrast_Mean3,Contrast_Mean4,Contrast_Mean5,Contrast_Mean6,Contrast_Mean7,Contrast_STD_1,Contrast_STD_2,Contrast_STD_3,Contrast_STD_4,Contrast_STD_5,Contrast_STD_6,Contrast_STD_7,RollOff_Mean,RollOff_STD,Emotion
-337.19842529296875,105.83412170410156,4.703498840332031,18.52315330505371,8.154273986816406,20.808151245117188,-4.989314079284668,4.450794696807861,-5.46872615814209,-2.7469475269317627,-12.492548942565918,-3.5843660831451416,4.139707565307617,-4.396724700927734,1.2394601106643677,2.2908518314361572,-4.46087121963501,0.18844252824783325,3.9541451930999756,-2.909998893737793,-3.0921969413757324,-1.6688483953475952,-0.7337995767593384,0.48509112000465393,-4.8439531326293945,-4.613745212554932,-0.2780463695526123,-1.4399843215942383,-5.261594295501709,-3.1559946537017822,0.6240569949150085,-2.2486658096313477,-4.612740516662598,-0.05083276703953743,-0.8295716643333435,-0.950270414352417,0.0009912634268403053,-1.928799033164978,-2.5254764556884766,-2.2750895023345947,152.089111328125,84.10026550292969,25.244760513305664,23.978195190429688,16.336742401123047,20.592144012451172,17.143266677856445,10.429605484008789,13.163846015930176,10.153980255126953,13.944012641906738,9.237027168273926,10.518073081970215,11.195002555847168,9.65999698638916,8.387656211853027,6.654535293579102,6.87973690032959,6.379308700561523,6.794275760650635,8.670082092285156,5.924118995666504,6.915328025817871,4.323015213012695,5.948610782623291,7.344171047210693,4.029750823974609,4.463376045227051,7.0149946212768555,6.251721382141113,3.941469669342041,4.54273796081543,6.877036094665527,4.330729961395264,4.261198043823242,5.116316318511963,4.120244026184082,4.4532976150512695,4.77595853805542,4.472705841064453,0.5930697917938232,0.6034833788871765,0.5171922445297241,0.4864996373653412,0.5156274437904358,0.5060070753097534,0.5292167663574219,0.5626826286315918,0.5937816500663757,0.5731756687164307,0.576139509677887,0.5371477603912354,0.27459028363227844,0.305470734834671,0.3021478056907654,0.307155966758728,0.3117007613182068,0.3104698061943054,0.31740280985832214,0.2942410707473755,0.2772444188594818,0.24498161673545837,0.28408083319664,0.25627195835113525,0.08089296519756317,0.09219330549240112,0.06566162109375,0.06002315188807535,5107.213159152431,3822.0475822771355,19.586606962007853,9.742847120397807,13.675786200926801,14.715237728280412,16.35855801830593,18.0602169513046,19.647152842326282,8.237610296505837,4.069298738736542,5.343326928745225,4.287010877944464,4.198801067357921,5.156169172595008,4.866263257359947,9534.375,7370.309353136916,neutral
-365.1128234863281,97.25194549560547,0.8473668694496155,17.629940032958984,10.328798294067383,19.593669891357422,-6.221256732940674,5.824073791503906,-5.320165157318115,-5.45025110244751,-10.999349594116211,-2.361602544784546,3.9409031867980957,-3.744288206100464,0.5103743672370911,1.027640700340271,-4.317490100860596,-0.2557589113712311,2.1094930171966553,-3.2072441577911377,-3.511295795440674,-1.1764897108078003,-1.5390647649765015,0.5121163129806519,-2.5217819213867188,-4.985866546630859,-0.49244752526283264,-1.1864967346191406,-5.806106090545654,-1.8701554536819458,0.30813196301460266,-3.598698854446411,-4.252399921417236,0.489359587430954,-0.7664548754692078,-2.0483145713806152,0.26356786489486694,-1.4611577987670898,-2.9961752891540527,-1.5110520124435425,156.4542236328125,77.82412719726562,27.17484474182129,20.72503662109375,13.868319511413574,20.48975944519043,16.653837203979492,9.111196517944336,13.147743225097656,8.978111267089844,13.461029052734375,8.39010238647461,9.508441925048828,10.22728157043457,9.867517471313477,7.386000633239746,7.080899715423584,6.061249732971191,7.3417067527771,7.271799087524414,7.335309028625488,5.223057270050049,6.736125946044922,3.9228882789611816,5.5853376388549805,8.395898818969727,3.8878345489501953,4.823179721832275,7.680646896362305,5.337520599365234,4.123347759246826,5.5867815017700195,6.451793193817139,3.6030516624450684,3.2883427143096924,5.0135884284973145,3.4735543727874756,4.653023719787598,4.698532581329346,4.015708923339844,0.5884256362915039,0.6094853281974792,0.5646681189537048,0.516947329044342,0.5520358681678772,0.5650656819343567,0.5378249287605286,0.5570025444030762,0.598720908164978,0.6011285781860352,0.5960894227027893,0.5753991007804871,0.27942949533462524,0.28745898604393005,0.2985219955444336,0.3157903552055359,0.33266836404800415,0.32363906502723694,0.31254297494888306,0.29160353541374207,0.2801567018032074,0.2737395763397217,0.2671205699443817,0.25307002663612366,0.06546924263238907,0.08223054558038712,0.061492919921875,0.0514230428097681,5461.555431577251,3821.709315277926,18.472975065794817,10.170713011936758,13.648421300885593,14.519669543439532,15.785972115396147,17.484684461376858,19.06795253479509,9.06780298209555,4.465693325003985,5.7627359368229385,4.517117246422655,4.03696932902303,5.231013604397106,5.0688974234007595,10442.557198660714,7396.500826101358,neutral
-397.269287109375,88.82683563232422,4.091902256011963,14.538698196411133,7.572285175323486,13.611512184143066,-4.201234817504883,5.421017646789551,-6.0868377685546875,-3.6905481815338135,-9.870431900024414,-3.9949469566345215,2.245591402053833,-3.9347729682922363,0.4984132647514343,1.6009808778762817,-3.2000205516815186,-2.735311508178711,1.9486021995544434,-2.1352062225341797,-4.928141117095947,-2.576322317123413,0.3567377030849457,1.4604309797286987,-3.679183006286621,-3.6027586460113525,-1.1305609941482544,-0.7323379516601562,-3.757854461669922,-1.5452296733856201,-0.04972356930375099,-1.2059134244918823,-3.9514172077178955,-0.4974156618118286,-1.1078531742095947,-1.1993486881256104,-0.2267867922782898,-1.4821265935897827,-2.235262155532837,-1.8890107870101929,165.9613494873047,88.62661743164062,20.209095001220703,27.21380615234375,11.153609275817871,17.379919052124023,17.285274505615234,10.96750259399414,13.130473136901855,9.020063400268555,14.019299507141113,8.45380973815918,9.640608787536621,9.24173355102539,7.812681198120117,7.550337791442871,6.456100940704346,7.740517616271973,6.112850189208984,5.1211442947387695,7.823239803314209,5.740837097167969,5.78240966796875,4.596618175506592,6.663141250610352,6.180437088012695,3.672896385192871,4.691688060760498,5.660583019256592,4.586090564727783,4.465406894683838,3.879753351211548,5.842475414276123,4.712963104248047,4.382210731506348,4.8040008544921875,3.018355369567871,3.4587466716766357,3.933356285095215,4.029865264892578,0.6343578696250916,0.6217102408409119,0.5947561264038086,0.5953769087791443,0.5683803558349609,0.5277091860771179,0.5536321401596069,0.5818978548049927,0.5993514060974121,0.542447566986084,0.5351937413215637,0.577080488204956,0.267477810382843,0.26655977964401245,0.2815365791320801,0.29778721928596497,0.30705365538597107,0.3210107088088989,0.3163479268550873,0.2731572985649109,0.2875635623931885,0.27891436219215393,0.28014692664146423,0.25760015845298767,0.059684474021196365,0.07857367396354675,0.05071970194327731,0.05143840495404823,6201.286351553124,4322.427607247806,16.6087721195999,9.819744939553994,13.27588736233379,14.413738094077832,16.037084718962486,17.291201827381112,18.225466635705935,9.380212167879716,4.029807555861179,5.074804763360387,4.6973173072338765,4.218557379541233,5.008003848866499,5.352342111319815,11425.879726890757,8071.150947325064,neutral
-424.5348205566406,74.24972534179688,5.987120628356934,14.322782516479492,6.465185165405273,13.501792907714844,-2.348783493041992,5.887997627258301,-5.722301959991455,-4.044088840484619,-8.470488548278809,-2.459514617919922,2.23447847366333,-0.8764093518257141,0.039340391755104065,1.3729430437088013,-2.866816282272339,-0.9715893864631653,1.7332144975662231,-0.688038170337677,-3.461078643798828,-1.233381748199463,0.43113651871681213,0.16878606379032135,-2.7081801891326904,-3.03806471824646,-1.6522626876831055,-0.18272897601127625,-2.526057720184326,-1.833198070526123,-0.485929399728775,-1.518079161643982,-2.884293794631958,-0.3439977765083313,-0.8245870471000671,-0.6708393096923828,0.4866201877593994,-1.7758342027664185,-1.8802889585494995,-1.739176869392395,164.0100860595703,79.88404846191406,21.30960464477539,25.5516414642334,11.804924964904785,17.333528518676758,13.63183879852295,9.092516899108887,12.438676834106445,9.921445846557617,12.315176963806152,7.3963623046875,7.975054740905762,7.781042098999023,6.609662055969238,5.627201557159424,6.528354644775391,7.002287864685059,5.938135147094727,5.125423431396484,8.02907657623291,5.31403112411499,4.877840042114258,4.461772441864014,5.749961853027344,6.35290002822876,4.093570232391357,3.782782554626465,4.919692039489746,5.060030460357666,3.888683795928955,4.379058837890625,5.826756000518799,3.9954729080200195,3.5929620265960693,4.042351245880127,3.2563118934631348,4.345022678375244,3.947554349899292,4.430070877075195,0.61716228723526,0.5906955003738403,0.5773338079452515,0.5467501282691956,0.6092210412025452,0.6289860010147095,0.602512538433075,0.5951815843582153,0.6172354221343994,0.5901880264282227,0.5974101424217224,0.6119222044944763,0.24550047516822815,0.25511303544044495,0.2873935401439667,0.2737857401371002,0.2796482443809509,0.28706440329551697,0.27640095353126526,0.25415077805519104,0.2581828832626343,0.24984264373779297,0.25882336497306824,0.2534602880477905,0.044528380036354065,0.0687733143568039,0.05154180703996283,0.05328341614606651,6615.103846794068,3973.393978277268,16.926226184867282,9.080837094824615,12.603891199052317,14.213544977857522,15.794457681126046,15.752290566628986,17.767483580125983,9.997868672286874,4.357621996717516,5.3305314149533,4.803650128556224,4.164324429661962,4.565000799874753,5.3905435198747575,12561.715845724908,7630.444617745719,neutral
-380.2045593261719,86.18170166015625,6.60122013092041,16.34979248046875,7.120248794555664,16.466585159301758,-3.6369972229003906,5.079799652099609,-6.108875751495361,-0.9684534072875977,-9.03577709197998,-4.203276634216309,2.362250566482544,-2.2083709239959717,-0.5108823776245117,0.8400533199310303,-2.9807164669036865,-0.85174959897995,3.236527442932129,-2.299285411834717,-3.5404880046844482,-0.40619367361068726,-0.3415910601615906,-0.6691268682479858,-3.4160287380218506,-2.4344067573547363,-1.6240679025650024,-1.0768187046051025,-4.264474868774414,-2.2874538898468018,0.2225823700428009,-2.5088438987731934,-3.246197462081909,0.5183448195457458,-1.1732600927352905,-1.6207127571105957,0.389446884393692,-1.744255781173706,-1.4361445903778076,-0.7097060084342957,162.45355224609375,78.51568603515625,24.646183013916016,24.766315460205078,14.438819885253906,19.574098587036133,15.171285629272461,10.048995971679688,12.179429054260254,8.262832641601562,11.618207931518555,8.194725036621094,9.98039722442627,9.225469589233398,7.166408061981201,6.279159069061279,6.920628070831299,6.693528652191162,6.268378257751465,6.805663585662842,8.304402351379395,5.744047164916992,5.7444987297058105,5.770639896392822,6.274166107177734,6.098084926605225,4.570268154144287,4.267162799835205,6.666016578674316,5.408224582672119,3.5330584049224854,4.485971450805664,5.422537803649902,3.418013572692871,4.311739921569824,4.768422603607178,4.414193153381348,5.090645790100098,3.7444441318511963,3.2883615493774414,0.5252187252044678,0.544956386089325,0.5890829563140869,0.5527832508087158,0.5631313920021057,0.5906689167022705,0.5779212117195129,0.5657568573951721,0.5950964689254761,0.625244677066803,0.6655558943748474,0.6118435263633728,0.2926662862300873,0.299605131149292,0.31438392400741577,0.313062459230423,0.3145667016506195,0.3171733319759369,0.3073243200778961,0.28719398379325867,0.2819088399410248,0.2848529517650604,0.28237029910087585,0.2891731858253479,0.06860018521547318,0.09875231981277466,0.04997080380154639,0.05333302677296991,6352.599059845479,4293.774183946852,16.511000947350457,9.328201132803029,12.724016720581261,13.746945575164203,15.61082485515106,15.774878309847596,17.13005513457105,10.051773854412128,4.739273878864805,6.316195436618875,5.3373433894510285,5.310067444100026,5.239282670947847,5.48577304794748,11596.810567010309,7890.101508987128,calm
-288.4178771972656,139.93109130859375,13.735218048095703,19.623273849487305,8.581443786621094,26.819469451904297,-5.367821216583252,4.844077110290527,-9.940032005310059,-3.3419151306152344,-10.693432807922363,-7.449714660644531,5.096179962158203,-2.0729057788848877,-0.3654428720474243,-0.06180749088525772,-4.1671552658081055,-2.813851833343506,4.344947338104248,-3.0559072494506836,-4.95874547958374,-2.709057569503784,0.040787868201732635,-0.39629366993904114,-5.208797454833984,-3.2850804328918457,-3.47725248336792,-1.5068174600601196,-5.816622257232666,-3.9575603008270264,0.34678658843040466,-4.060906410217285,-4.000120639801025,-0.48856571316719055,-1.7843396663665771,-1.7653898000717163,-0.521701991558075,-3.890739917755127,-3.561765670776367,-2.979661226272583,104.30177307128906,59.11663818359375,30.034404754638672,30.53423309326172,15.564143180847168,19.907184600830078,16.246301651000977,9.690402030944824,14.33383560180664,8.31497573852539,10.71114730834961,9.616705894470215,11.851314544677734,10.485052108764648,9.790457725524902,6.975620746612549,6.172477722167969,7.835229396820068,8.739274024963379,8.463828086853027,10.012259483337402,5.7385735511779785,7.160462856292725,5.706549167633057,6.969143867492676,6.98002290725708,5.244777679443359,5.273066520690918,7.253359794616699,6.082927703857422,4.161393642425537,3.796307325363159,4.795792579650879,4.170541763305664,4.178079128265381,5.106653213500977,4.7107110023498535,4.832016468048096,4.542998790740967,4.07022762298584,0.4447086453437805,0.466828316450119,0.5010771751403809,0.5343016982078552,0.4983275234699249,0.521180272102356,0.5497487783432007,0.5573869347572327,0.5436060428619385,0.5131604075431824,0.5460541844367981,0.491580605506897,0.27444514632225037,0.2991105318069458,0.279351145029068,0.2729175090789795,0.24808748066425323,0.2935255467891693,0.29185837507247925,0.26385611295700073,0.28231504559516907,0.23597900569438934,0.28160059452056885,0.2256975769996643,0.09207924455404282,0.08769292384386063,0.04536389802631579,0.04757932647088536,3194.0059440102386,2386.891097586741,22.947086075390825,10.651503589074007,14.920193306263457,15.79418838806169,17.591755386838823,17.58228912424321,20.003557056409672,6.2433918339692385,4.196697013669397,5.155844562004306,4.111235303507195,3.801289170197857,3.941713632914055,4.279396844649038,6068.0921052631575,5589.569826005365,calm
-371.9374084472656,101.15086364746094,5.896588325500488,17.769166946411133,6.405803680419922,17.211807250976562,-3.9576632976531982,8.78233528137207,-6.10542631149292,-1.3164405822753906,-7.8702921867370605,-4.905097484588623,4.029800891876221,-2.1640050411224365,2.3722755908966064,1.1153680086135864,-3.765385150909424,1.0755128860473633,3.2366943359375,-3.398338556289673,-5.1348676681518555,-1.4714401960372925,-0.09997161477804184,0.7489990592002869,-5.551298141479492,-2.497060775756836,-2.1097986698150635,-0.19735486805438995,-3.3218443393707275,-2.192690849304199,-0.33103668689727783,-1.8887406587600708,-4.298781871795654,1.316341519355774,-2.307668685913086,-1.4376033544540405,-0.6976752281188965,-2.3683419227600098,-2.0919034481048584,-1.2241322994232178,175.2427215576172,89.37305450439453,25.147123336791992,28.312145233154297,14.024701118469238,18.974687576293945,16.800004959106445,10.85931396484375,12.307018280029297,9.284905433654785,13.577461242675781,9.01787281036377,11.47548770904541,8.15847396850586,9.061211585998535,5.34554386138916,8.0913724899292,6.809203147888184,5.778318405151367,7.253246307373047,8.77318000793457,5.335251331329346,5.255034446716309,6.235768795013428,7.969758033752441,6.107737064361572,4.615233421325684,5.309401988983154,4.920511245727539,5.126535415649414,4.006651401519775,4.2977094650268555,6.155048847198486,3.4141557216644287,4.274805068969727,4.706871509552002,3.5845956802368164,4.698677062988281,4.030313491821289,3.663996934890747,0.5513485074043274,0.5488990545272827,0.5730047225952148,0.5758576989173889,0.58455491065979,0.5809519290924072,0.5871881246566772,0.5779892206192017,0.5843696594238281,0.5772480964660645,0.5993903279304504,0.5985217690467834,0.278810054063797,0.3002721071243286,0.3003404140472412,0.29817745089530945,0.27311035990715027,0.29976657032966614,0.29550471901893616,0.30331429839134216,0.2907037138938904,0.27908390760421753,0.28994113206863403,0.29224875569343567,0.0819038450717926,0.09237614274024963,0.05334058077830189,0.059117011034963265,5679.135770527664,4211.259137155537,18.918565966939322,9.956372471764357,13.528723216686785,14.411139986488482,17.256502081255537,16.889906857388002,18.700502788885164,9.855758112017332,4.397028987601264,5.328210476927944,4.332158400218824,4.959652278857671,4.541403942515017,5.334432464719735,10321.344339622641,7992.837086994631,calm
-390.24859619140625,100.65218353271484,8.341655731201172,14.664371490478516,7.637956142425537,17.594585418701172,-4.237878322601318,7.971124649047852,-6.509910583496094,-2.729719877243042,-7.408537864685059,-4.880393981933594,2.420076847076416,-2.1087112426757812,1.1516708135604858,1.0423692464828491,-3.6925578117370605,0.20761142671108246,3.15523362159729,-2.3549516201019287,-4.766729354858398,-1.0243544578552246,-0.6948816776275635,0.9674937129020691,-5.287703990936279,-3.6907734870910645,-2.125565767288208,-0.8563313484191895,-2.380099296569824,-2.124629259109497,-0.917986273765564,-1.2415027618408203,-3.484128952026367,0.3852660357952118,-2.50011944770813,-1.488013505935669,-0.579708456993103,-2.729353904724121,-2.2146503925323486,-0.5319510102272034,173.46762084960938,89.05111694335938,22.23033332824707,26.567447662353516,11.458101272583008,17.848751068115234,14.332329750061035,9.794180870056152,12.536706924438477,8.738140106201172,11.946181297302246,8.707085609436035,10.311371803283691,7.48667049407959,8.087610244750977,5.879549980163574,7.277748107910156,6.389814853668213,6.336571216583252,6.530986785888672,9.681142807006836,5.808290481567383,4.953593730926514,5.568480968475342,7.336825370788574,7.146229267120361,4.294040679931641,4.904041767120361,4.7535529136657715,4.85437536239624,3.726194143295288,4.032471179962158,5.669508457183838,3.705387830734253,4.315473556518555,3.976811170578003,3.192294120788574,4.454853534698486,3.679466485977173,3.5154361724853516,0.529082715511322,0.5397363305091858,0.5413093566894531,0.5389777421951294,0.5458011031150818,0.5535225868225098,0.5729653835296631,0.5985515713691711,0.6383481621742249,0.6193519234657288,0.6278231143951416,0.5669991970062256,0.2775830030441284,0.3080027997493744,0.30546316504478455,0.2767931818962097,0.28313252329826355,0.29730722308158875,0.30934542417526245,0.2825884222984314,0.2871565818786621,0.25081437826156616,0.27306950092315674,0.260989248752594,0.06799333542585373,0.08115444332361221,0.048909505208333336,0.05270160951538509,5769.398571451037,4249.005756341466,18.467894902694002,9.837175426879405,13.68486690747832,14.456903545253308,16.799129240253414,16.447478411682145,18.45356355911064,9.424450881097927,4.908349301331861,5.169642159503055,4.753181350107179,4.416318113700448,4.04034240605446,4.879382881496391,10502.485795454546,8052.078968193588,calm
-399.7904052734375,83.32755279541016,9.759607315063477,14.268046379089355,6.201725959777832,16.020977020263672,-2.8468973636627197,4.470250129699707,-5.536262035369873,0.8787948489189148,-5.3482489585876465,-3.0295560359954834,2.340573310852051,0.6652833819389343,1.3866223096847534,-0.022842999547719955,-2.4285926818847656,0.24819545447826385,2.279019832611084,-1.0718262195587158,-0.17045943439006805,-2.293886423110962,0.008647523820400238,2.594590187072754,-3.904054880142212,-2.880472183227539,-0.22999423742294312,-0.6346882581710815,-3.327100992202759,-1.5811126232147217,0.17730550467967987,-1.4821043014526367,-1.4364219903945923,0.6987754702568054,-1.6221271753311157,-0.7385668754577637,-0.6342769861221313,-1.899427890777588,-2.5306484699249268,-2.0102643966674805,177.12521362304688,81.09255981445312,21.5277042388916,24.60837173461914,12.705015182495117,19.925142288208008,13.995505332946777,8.732266426086426,11.855419158935547,6.50108003616333,9.354108810424805,8.118745803833008,9.082781791687012,6.729063987731934,7.010624408721924,4.674010753631592,5.423689365386963,4.977481842041016,5.182898998260498,6.28322696685791,5.61848783493042,5.562602996826172,5.32043981552124,5.366694927215576,6.8860039710998535,6.905757427215576,4.908074855804443,4.519079685211182,5.932373046875,5.211714744567871,3.7476375102996826,3.823291540145874,4.4107465744018555,3.164738416671753,4.138000011444092,4.312460899353027,3.473834753036499,4.377348899841309,3.829711675643921,3.302741050720215,0.5927864909172058,0.6346522569656372,0.634981632232666,0.6419932246208191,0.6791036128997803,0.7002105116844177,0.7074196338653564,0.6710329055786133,0.6184625029563904,0.5963578224182129,0.6481668949127197,0.625148355960846,0.2779896557331085,0.2849084734916687,0.2814808785915375,0.283273309469223,0.2774675488471985,0.24999937415122986,0.24852922558784485,0.23613141477108002,0.2385457456111908,0.23979826271533966,0.24757254123687744,0.2442389726638794,0.06390193104743958,0.08462455123662949,0.03624225484913793,0.04573383341276588,6773.712372815952,4614.29797274002,15.553943243772032,8.035616208067283,11.613096764238627,12.61172389877388,15.394685661793396,14.774255023501638,16.263414066701078,10.450432836259239,4.159701635515888,5.732255769524001,4.962042507419289,5.693500644682697,5.0421905680568475,5.54584876274683,12029.97036637931,8171.672109424448,calm
-287.8182678222656,125.88591003417969,5.367796897888184,20.03582000732422,4.373761177062988,24.064651489257812,-8.907954216003418,8.106157302856445,-12.249465942382812,-2.0648536682128906,-8.968510627746582,-6.46728515625,5.702986240386963,-1.7308884859085083,1.3556113243103027,-2.3575148582458496,-4.135534286499023,-0.8420135974884033,2.6430912017822266,-4.261361598968506,-2.3673791885375977,-2.881654977798462,-0.5139757990837097,2.50545072555542,-6.576235294342041,-3.3669230937957764,-0.9230676889419556,-0.2571837604045868,-5.338057518005371,-2.616353988647461,-0.673515796661377,-3.409599781036377,-3.6390364170074463,-0.4727068245410919,-1.4493935108184814,-1.5220164060592651,-1.833346962928772,-3.504915237426758,-3.3229801654815674,-3.2793772220611572,116.03852844238281,66.83513641357422,29.620542526245117,28.158409118652344,15.051982879638672,20.19853401184082,17.638519287109375,12.009805679321289,14.590002059936523,8.204687118530273,10.116259574890137,10.52824878692627,11.6969575881958,10.188749313354492,9.390962600708008,6.540613651275635,6.946221828460693,7.7120561599731445,6.744030952453613,6.490869045257568,8.719592094421387,5.75514030456543,7.7047648429870605,5.842813491821289,7.8780903816223145,6.687769889831543,5.737358570098877,4.959905624389648,7.1806159019470215,5.93712043762207,5.674841403961182,5.043800354003906,5.148645877838135,4.427058219909668,5.000307559967041,4.791226863861084,4.255923748016357,4.328212738037109,4.370975017547607,4.410086631774902,0.4916221797466278,0.47848883271217346,0.4736250638961792,0.5185617208480835,0.5173073410987854,0.5308997631072998,0.5585247278213501,0.5886171460151672,0.5541374087333679,0.4952579438686371,0.4964675009250641,0.48659175634384155,0.2745612561702728,0.28949302434921265,0.2631594240665436,0.299589067697525,0.28594011068344116,0.28407105803489685,0.2736430764198303,0.28660017251968384,0.2675587236881256,0.2643755376338959,0.27330082654953003,0.2456647902727127,0.08696670085191727,0.08270687609910965,0.060335352353238864,0.06670016901752218,3920.3664462751017,2855.584279561356,20.907437062483343,10.079979523815785,13.519842071394041,14.823579317954461,18.005756191749324,17.748541012299103,20.258695193684368,7.665487312388651,4.1007568286065395,5.064392738513617,3.9676138890506243,4.177216914066623,3.314665583903259,4.40396177678506,7319.901315789473,6019.7723474719505,calm
